Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration in min,No of Stops,Days,Payment for extra baggage
Vistara,6/6/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,6/7/2019 18:50,25h 50m,1 stop,No info,8820,1550,1,Thursday,Yes
Jet Airways,9/3/2019,Banglore,New Delhi,BLR ? BDQ ? DEL,5:50,12:20,6h 30m,1 stop,In-flight meal not included,10037,390,1,Friday,Yes
Multiple carriers,12/6/2019,Delhi,Cochin,DEL ? BOM ? COK,6:00,12:35,6h 35m,1 stop,No info,11789,395,1,Saturday,Yes
GoAir,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:35,9h,1 stop,No info,7378,540,1,Sunday,Yes
IndiGo,24/05/2019,Banglore,Delhi,BLR ? DEL,18:55,21:50,2h 55m,non-stop,No info,4823,175,0,Monday,Yes
Jet Airways,24/06/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,In-flight meal not included,6478,180,0,Tuesday,Yes
Jet Airways,1/6/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,9:40,6/2/2019 4:25,18h 45m,2 stops,No info,13014,1125,2,Wednesday,Yes
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,10844,365,1,Thursday,Yes
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,8:00,21:00,13h,1 stop,No info,7408,780,1,Friday,Yes
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? HYD ? COK,7:05,16:10,9h 5m,1 stop,No info,9646,545,1,Saturday,Yes
SpiceJet,6/5/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,3597,140,0,Sunday,Yes
SpiceJet,27/06/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No info,3873,150,0,Monday,Yes
GoAir,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:25,19:35,5h 10m,1 stop,No info,7870,310,1,Tuesday,Yes
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,5:30,12:35,7h 5m,2 stops,In-flight meal not included,13344,425,2,Wednesday,Yes
Air India,12/6/2019,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,non-stop,No info,3100,75,0,Thursday,Yes
Air India,18/03/2019,Banglore,New Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,4441,170,0,Friday,Yes
IndiGo,27/03/2019,Delhi,Cochin,DEL ? HYD ? COK,4:55,12:00,7h 5m,1 stop,No info,6171,425,1,Saturday,Yes
Jet Airways,9/5/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,5/10/2019 10:55,14h 30m,1 stop,No info,10953,870,1,Sunday,Yes
Air India,9/5/2019,Kolkata,Banglore,CCU ? VNS ? DEL ? BLR,14:30,5/10/2019 8:55,18h 25m,2 stops,No info,14214,1105,2,Monday,Yes
IndiGo,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,7:30,21:00,13h 30m,1 stop,No info,6093,810,1,Tuesday,Yes
Air India,24/06/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,12:55,6/25/2019 19:15,30h 20m,2 stops,No info,12436,1820,2,Wednesday,Yes
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,13:25,5/19/2019 19:00,29h 35m,2 stops,No info,15129,1775,2,Thursday,Yes
Multiple carriers,3/6/2019,Delhi,Cochin,DEL ? BOM ? COK,6:00,12:35,6h 35m,1 stop,No info,13259,395,1,Friday,Yes
Air India,24/05/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,9:50,5/25/2019 12:30,26h 40m,2 stops,No info,15170,1600,2,Saturday,Yes
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,22:35,6h 5m,1 stop,No info,14781,365,1,Sunday,Yes
IndiGo,1/6/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,6/2/2019 1:30,14h 5m,1 stop,No info,6206,845,1,Monday,Yes
SpiceJet,9/5/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841,150,0,Tuesday,Yes
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,7h 30m,1 stop,No info,14714,450,1,Wednesday,Yes
IndiGo,9/6/2019,Delhi,Cochin,DEL ? BOM ? COK,4:55,21:00,16h 5m,1 stop,No info,6093,965,1,Thursday,Yes
Jet Airways,9/6/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,No info,8016,175,0,Friday,Yes
Air India,27/03/2019,Delhi,Cochin,DEL ? MAA ? COK,6:05,3/28/2019 9:25,27h 20m,1 stop,No info,5117,1640,1,Saturday,Yes
Jet Airways,1/5/2019,Kolkata,Banglore,CCU ? BOM ? BLR,8:25,5/2/2019 4:40,20h 15m,1 stop,In-flight meal not included,8586,1215,1,Sunday,Yes
IndiGo,9/3/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,3/10/2019 1:35,10h 35m,1 stop,No info,13611,635,1,Monday,Yes
IndiGo,9/5/2019,Delhi,Cochin,DEL ? HYD ? COK,16:10,22:30,6h 20m,1 stop,No info,6704,380,1,Tuesday,Yes
IndiGo,9/5/2019,Kolkata,Banglore,CCU ? MAA ? BLR,6:20,10:20,4h,1 stop,No info,4226,240,1,Wednesday,Yes
Air India,6/4/2019,Banglore,Delhi,BLR ? DEL,17:00,19:45,2h 45m,non-stop,No info,4651,165,0,Thursday,Yes
SpiceJet,27/05/2019,Kolkata,Banglore,CCU ? BLR,22:20,5/28/2019 0:40,2h 20m,non-stop,No info,3873,140,0,Friday,Yes
GoAir,3/3/2019,Banglore,New Delhi,BLR ? DEL,20:55,23:50,2h 55m,non-stop,No info,7222,175,0,Saturday,Yes
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,21:00,9h 30m,1 stop,No info,13727,570,1,Sunday,Yes
IndiGo,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,9:10,15:30,6h 20m,1 stop,No info,10141,380,1,Monday,Yes
SpiceJet,24/04/2019,Banglore,Delhi,BLR ? DEL,21:10,4/25/2019 0:05,2h 55m,non-stop,No info,3625,175,0,Tuesday,Yes
IndiGo,15/04/2019,Delhi,Cochin,DEL ? HYD ? COK,7:35,16:10,8h 35m,1 stop,No info,6442,515,1,Wednesday,Yes
Jet Airways,6/5/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,No info,7229,180,0,Thursday,Yes
Air Asia,24/06/2019,Delhi,Cochin,DEL ? BLR ? COK,16:45,6/25/2019 6:35,13h 50m,1 stop,No info,6752,830,1,Friday,Yes
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,3/25/2019 18:10,21h,1 stop,No info,13759,1260,1,Saturday,Yes
Air India,6/3/2019,Mumbai,Hyderabad,BOM ? BBI ? HYD,12:00,3/7/2019 12:25,24h 25m,1 stop,No info,14408,1465,1,Sunday,Yes
Air India,9/6/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,20:15,6/10/2019 19:15,23h,2 stops,No info,13381,1380,2,Monday,Yes
Vistara,1/4/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,4/2/2019 20:20,27h 20m,1 stop,No info,9135,1640,1,Tuesday,Yes
IndiGo,15/05/2019,Kolkata,Banglore,CCU ? NAG ? BLR,18:05,23:30,5h 25m,1 stop,No info,6218,325,1,Wednesday,Yes
SpiceJet,27/04/2019,Kolkata,Banglore,CCU ? BLR,9:00,11:25,2h 25m,non-stop,No info,4174,145,0,Thursday,Yes
Air India,6/6/2019,Kolkata,Banglore,CCU ? HYD ? BLR,19:00,6/7/2019 11:05,16h 5m,1 stop,No info,6117,965,1,Friday,Yes
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,9:35,21:05,11h 30m,1 stop,In-flight meal not included,10703,690,1,Saturday,Yes
Jet Airways,12/6/2019,Kolkata,Banglore,CCU ? DEL ? BLR,9:35,6/13/2019 9:45,24h 10m,1 stop,No info,12692,1450,1,Sunday,Yes
Jet Airways,6/6/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,6/7/2019 10:55,17h 55m,1 stop,In-flight meal not included,10539,1075,1,Monday,Yes
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,13:55,19:40,5h 45m,1 stop,In-flight meal not included,11134,345,1,Tuesday,Yes
IndiGo,24/03/2019,Banglore,New Delhi,BLR ? DEL,21:20,3/22/2019 0:15,2h 55m,non-stop,No info,4777,175,0,Wednesday,Yes
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,5/19/2019 12:35,25h 5m,1 stop,In-flight meal not included,12373,1505,1,Thursday,Yes
Multiple carriers,3/3/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:05,21:20,8h 15m,2 stops,No info,11966,495,2,Friday,Yes
IndiGo,15/05/2019,Chennai,Kolkata,MAA ? CCU,22:05,5/16/2019 0:25,2h 20m,non-stop,No info,5277,140,0,Saturday,Yes
Air India,1/3/2019,Banglore,New Delhi,BLR ? BOM ? AMD ? DEL,8:50,3/2/2019 23:55,39h 5m,2 stops,No info,17135,2345,2,Sunday,Yes
Jet Airways,6/6/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,19:00,5h,1 stop,No info,14714,300,1,Monday,Yes
IndiGo,9/3/2019,Banglore,New Delhi,BLR ? DEL,22:20,3/10/2019 1:10,2h 50m,non-stop,No info,6144,170,0,Tuesday,Yes
Air India,1/4/2019,Banglore,Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,5911,170,0,Wednesday,Yes
Vistara,12/3/2019,Mumbai,Hyderabad,BOM ? DEL ? HYD,19:45,3/13/2019 19:55,24h 10m,1 stop,No info,12080,1450,1,Thursday,Yes
IndiGo,6/4/2019,Banglore,Delhi,BLR ? DEL,10:30,13:20,2h 50m,non-stop,No info,4423,170,0,Friday,Yes
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,9:00,21:00,12h,1 stop,No info,7618,720,1,Saturday,Yes
Air Asia,27/05/2019,Banglore,Delhi,BLR ? DEL,11:10,13:55,2h 45m,non-stop,No info,3383,165,0,Sunday,Yes
Air India,6/3/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,3/7/2019 19:15,23h 30m,2 stops,No info,12646,1410,2,Monday,Yes
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,6:00,21:00,15h,1 stop,No info,7670,900,1,Tuesday,Yes
IndiGo,15/05/2019,Kolkata,Banglore,CCU ? BLR,4:40,7:15,2h 35m,non-stop,No info,4804,155,0,Wednesday,Yes
Jet Airways,12/3/2019,Banglore,New Delhi,BLR ? BOM ? DEL,20:35,3/13/2019 18:25,21h 50m,1 stop,In-flight meal not included,11087,1310,1,Thursday,Yes
Jet Airways,18/04/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,No info,7229,175,0,Friday,Yes
SpiceJet,3/3/2019,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,non-stop,No info,7050,135,0,Saturday,Yes
Jet Airways,1/4/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,4/2/2019 18:15,22h 15m,1 stop,No info,12681,1335,1,Sunday,Yes
SpiceJet,3/4/2019,Delhi,Cochin,DEL ? PNQ ? COK,8:45,13:15,4h 30m,1 stop,No check-in baggage included,4098,270,1,Monday,Yes
SpiceJet,12/5/2019,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,135,0,Tuesday,Yes
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,5/22/2019 18:00,21h 35m,1 stop,No info,14151,1295,1,Wednesday,Yes
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,6:30,22:35,16h 5m,1 stop,No info,13339,965,1,Thursday,Yes
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,5/25/2019 12:00,14h 50m,1 stop,In-flight meal not included,9663,890,1,Friday,Yes
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,5/28/2019 4:25,16h 55m,1 stop,In-flight meal not included,12898,1015,1,Saturday,Yes
Air India,3/6/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,19:15,7h 15m,2 stops,No info,8603,435,2,Sunday,Yes
Jet Airways,12/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,6/13/2019 12:00,19h 30m,1 stop,No info,13044,1170,1,Monday,Yes
SpiceJet,6/3/2019,Kolkata,Banglore,CCU ? BLR,17:15,19:45,2h 30m,non-stop,No info,4622,150,0,Tuesday,Yes
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,21:00,7h,1 stop,No info,13062,420,1,Wednesday,Yes
Multiple carriers,12/6/2019,Delhi,Cochin,DEL ? BOM ? COK,9:15,19:00,9h 45m,1 stop,No info,11622,585,1,Thursday,Yes
Jet Airways,12/3/2019,Banglore,New Delhi,BLR ? BOM ? DEL,20:35,3/13/2019 20:20,23h 45m,1 stop,In-flight meal not included,11087,1425,1,Friday,Yes
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:20,19:00,8h 40m,1 stop,No info,11789,520,1,Saturday,Yes
Jet Airways,9/5/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,5/10/2019 9:20,14h 25m,1 stop,In-flight meal not included,9663,865,1,Sunday,Yes
Jet Airways,6/3/2019,Banglore,New Delhi,BLR ? BOM ? DEL,8:55,16:10,7h 15m,1 stop,No info,19225,435,1,Monday,Yes
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,6/28/2019 1:30,13h 50m,1 stop,In-flight meal not included,5797,830,1,Tuesday,Yes
Multiple carriers,1/6/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,19:15,6h 25m,1 stop,No info,9526,385,1,Wednesday,Yes
Jet Airways,9/4/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,No info,7229,180,0,Thursday,Yes
Multiple carriers,9/4/2019,Delhi,Cochin,DEL ? BOM ? COK,8:30,19:00,10h 30m,1 stop,No info,10877,630,1,Friday,Yes
Air India,6/3/2019,Banglore,New Delhi,BLR ? HYD ? VGA ? DEL,8:15,22:55,14h 40m,2 stops,No info,13942,880,2,Saturday,Yes
Air Asia,9/5/2019,Banglore,Delhi,BLR ? DEL,11:10,13:55,2h 45m,non-stop,No info,3383,165,0,Sunday,Yes
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,6/16/2019 4:25,14h 25m,1 stop,In-flight meal not included,10262,865,1,Monday,Yes
Air India,24/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,5:50,20:25,14h 35m,2 stops,No info,11201,875,2,Tuesday,Yes
Jet Airways,1/6/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,6/2/2019 4:25,9h 10m,1 stop,In-flight meal not included,10262,550,1,Wednesday,Yes
Air India,3/6/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,6/4/2019 19:15,21h 15m,2 stops,No info,10231,1275,2,Thursday,Yes
Jet Airways,15/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,14:05,3/16/2019 8:15,18h 10m,1 stop,In-flight meal not included,9134,1090,1,Friday,Yes
Air Asia,18/05/2019,Kolkata,Banglore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,5645,155,0,Saturday,Yes
Jet Airways,1/6/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,6/2/2019 4:25,13h 25m,1 stop,No info,14714,805,1,Sunday,Yes
Air India,6/3/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,3/7/2019 19:15,26h 35m,2 stops,No info,12646,1595,2,Monday,Yes
Air India,3/6/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,19:15,8h 20m,2 stops,No info,12173,500,2,Tuesday,Yes
IndiGo,12/6/2019,Mumbai,Hyderabad,BOM ? HYD,21:20,22:50,1h 30m,non-stop,No info,2227,90,0,Wednesday,Yes
Multiple carriers,6/5/2019,Delhi,Cochin,DEL ? BOM ? COK,7:30,19:00,11h 30m,1 stop,No info,10529,690,1,Thursday,Yes
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202,195,0,Friday,Yes
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,9:00,21:00,12h,1 stop,In-flight meal not included,7886,720,1,Saturday,Yes
SpiceJet,18/06/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,6/19/2019 0:15,1h 30m,non-stop,No info,2017,90,0,Sunday,Yes
IndiGo,27/04/2019,Delhi,Cochin,DEL ? HYD ? COK,5:05,16:10,11h 5m,1 stop,No info,6171,665,1,Monday,Yes
Jet Airways,3/6/2019,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,non-stop,In-flight meal not included,4050,85,0,Tuesday,Yes
SpiceJet,9/5/2019,Kolkata,Banglore,CCU ? KNU ? BLR,11:35,18:50,7h 15m,1 stop,No info,8479,435,1,Wednesday,Yes
Air Asia,18/05/2019,Banglore,Delhi,BLR ? DEL,4:55,7:45,2h 50m,non-stop,No info,4282,170,0,Thursday,Yes
Vistara,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,5/25/2019 20:20,24h,1 stop,No info,9345,1440,1,Friday,Yes
Air India,24/06/2019,Delhi,Cochin,DEL ? TRV ? COK,5:15,6/25/2019 6:50,25h 35m,1 stop,No info,6587,1535,1,Saturday,Yes
IndiGo,3/5/2019,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,non-stop,No info,2754,95,0,Sunday,Yes
SpiceJet,21/06/2019,Banglore,Delhi,BLR ? DEL,21:10,6/22/2019 0:05,2h 55m,non-stop,No check-in baggage included,3919,175,0,Monday,Yes
Jet Airways,12/6/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,9:40,6/13/2019 4:25,18h 45m,2 stops,In-flight meal not included,10368,1125,2,Tuesday,Yes
Air India,3/3/2019,Banglore,New Delhi,BLR ? BBI ? DEL,9:30,16:20,6h 50m,1 stop,No info,11654,410,1,Wednesday,Yes
GoAir,1/4/2019,Banglore,Delhi,BLR ? DEL,20:55,23:40,2h 45m,non-stop,No info,4239,165,0,Thursday,Yes
IndiGo,27/05/2019,Delhi,Cochin,DEL ? HYD ? COK,6:50,16:10,9h 20m,1 stop,No info,6674,560,1,Friday,Yes
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,6/25/2019 1:30,12h 30m,1 stop,No info,7198,750,1,Saturday,Yes
IndiGo,12/6/2019,Kolkata,Banglore,CCU ? PNQ ? BLR,21:00,6/13/2019 2:15,5h 15m,1 stop,No info,5930,315,1,Sunday,Yes
Jet Airways,9/5/2019,Banglore,Delhi,BLR ? DEL,7:10,10:10,3h,non-stop,No info,7229,180,0,Monday,Yes
Air India,1/4/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,4/2/2019 1:20,15h 20m,2 stops,No info,10408,920,2,Tuesday,Yes
Air India,12/6/2019,Delhi,Cochin,DEL ? LKO ? BOM ? COK,7:10,6/13/2019 7:40,24h 30m,2 stops,No info,12488,1470,2,Wednesday,Yes
IndiGo,9/6/2019,Chennai,Kolkata,MAA ? CCU,5:15,7:40,2h 25m,non-stop,No info,3540,145,0,Thursday,Yes
Jet Airways,12/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,6/13/2019 9:20,13h 20m,1 stop,In-flight meal not included,8529,800,1,Friday,Yes
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,6/25/2019 4:25,13h 50m,2 stops,No info,13376,830,2,Saturday,Yes
GoAir,24/05/2019,Kolkata,Banglore,CCU ? AMD ? BLR,16:40,5/25/2019 0:15,7h 35m,1 stop,No info,8855,455,1,Sunday,Yes
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,6:30,19:50,13h 20m,1 stop,No info,14781,800,1,Monday,Yes
IndiGo,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:10,6/28/2019 1:30,8h 20m,1 stop,No info,5684,500,1,Tuesday,Yes
Jet Airways,9/5/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,5/10/2019 4:25,8h 55m,2 stops,In-flight meal not included,13029,535,2,Wednesday,Yes
Jet Airways,1/5/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,5/2/2019 19:00,23h 50m,2 stops,No info,15129,1430,2,Thursday,Yes
Air India,9/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,9:25,18:30,9h 5m,1 stop,No info,8576,545,1,Friday,Yes
Jet Airways,9/3/2019,Banglore,New Delhi,BLR ? BOM ? DEL,8:55,3/13/2019 11:25,26h 30m,1 stop,In-flight meal not included,11087,1590,1,Saturday,Yes
Jet Airways,9/6/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,No info,5678,90,0,Sunday,Yes
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,3/22/2019 4:25,10h 10m,1 stop,No info,12557,610,1,Monday,Yes
IndiGo,27/03/2019,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,non-stop,No info,3858,145,0,Tuesday,Yes
Jet Airways,9/5/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,5/10/2019 12:35,22h 35m,1 stop,In-flight meal not included,12373,1355,1,Wednesday,Yes
IndiGo,18/03/2019,Mumbai,Hyderabad,BOM ? HYD,9:10,10:40,1h 30m,non-stop,No info,4049,90,0,Thursday,Yes
Jet Airways,15/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,16:55,3/13/2019 0:45,7h 50m,1 stop,No info,21934,470,1,Friday,Yes
Air India,27/06/2019,Kolkata,Banglore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,5510,150,0,Saturday,Yes
Vistara,15/06/2019,Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,non-stop,No info,6216,190,0,Sunday,Yes
Air India,1/4/2019,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,non-stop,No info,2050,75,0,Monday,Yes
IndiGo,3/4/2019,Mumbai,Hyderabad,BOM ? HYD,2:35,4:05,1h 30m,non-stop,No info,2754,90,0,Tuesday,Yes
IndiGo,27/06/2019,Chennai,Kolkata,MAA ? CCU,7:55,10:15,2h 20m,non-stop,No info,3850,140,0,Wednesday,Yes
IndiGo,6/5/2019,Chennai,Kolkata,MAA ? CCU,5:15,7:40,2h 25m,non-stop,No info,3540,145,0,Thursday,Yes
Jet Airways,1/5/2019,Kolkata,Banglore,CCU ? BOM ? BLR,6:30,5/2/2019 8:15,25h 45m,1 stop,In-flight meal not included,9663,1545,1,Friday,Yes
Air India,6/3/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,7:05,3/7/2019 9:25,26h 20m,2 stops,No info,9190,1580,2,Saturday,Yes
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,5/28/2019 19:00,28h,1 stop,In-flight meal not included,12898,1680,1,Sunday,Yes
GoAir,15/04/2019,Banglore,Delhi,BLR ? DEL,7:45,10:40,2h 55m,non-stop,No info,4632,175,0,Monday,Yes
SpiceJet,24/03/2019,Mumbai,Hyderabad,BOM ? HYD,13:10,14:30,1h 20m,non-stop,No info,2753,80,0,Tuesday,Yes
Air India,12/3/2019,Banglore,New Delhi,BLR ? BOM ? NAG ? DEL,8:50,3/13/2019 10:15,25h 25m,2 stops,No info,12778,1525,2,Wednesday,Yes
Air India,12/6/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,5:50,6/13/2019 8:55,27h 5m,2 stops,No info,12723,1625,2,Thursday,Yes
IndiGo,24/06/2019,Kolkata,Banglore,CCU ? BLR,11:30,14:05,2h 35m,non-stop,No info,4804,155,0,Friday,Yes
IndiGo,18/04/2019,Banglore,Delhi,BLR ? DEL,20:00,22:50,2h 50m,non-stop,No info,4823,170,0,Saturday,Yes
Air Asia,27/06/2019,Delhi,Cochin,DEL ? BLR ? COK,7:55,13:25,5h 30m,1 stop,No info,6152,330,1,Sunday,Yes
Vistara,27/06/2019,Delhi,Cochin,DEL ? COK,6:00,9:10,3h 10m,non-stop,No info,6216,190,0,Monday,Yes
IndiGo,24/06/2019,Delhi,Cochin,DEL ? BLR ? COK,2:00,7:45,5h 45m,1 stop,No info,6016,345,1,Tuesday,Yes
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,9:15,19:00,9h 45m,1 stop,No info,11622,585,1,Wednesday,Yes
Air India,6/5/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,21:50,9h 50m,2 stops,No info,10151,590,2,Thursday,Yes
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? IXC ? BOM ? COK,6:20,3/28/2019 4:25,22h 5m,2 stops,No info,12273,1325,2,Friday,Yes
Jet Airways,12/6/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,20:00,6/13/2019 4:25,8h 25m,2 stops,In-flight meal not included,12410,505,2,Saturday,Yes
Jet Airways,12/3/2019,Banglore,New Delhi,BLR ? BOM ? DEL,5:45,3/13/2019 8:15,26h 30m,1 stop,No info,12547,1590,1,Sunday,Yes
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,6/16/2019 12:35,13h 45m,1 stop,In-flight meal not included,10262,825,1,Monday,Yes
Multiple carriers,9/5/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:15,7h 45m,1 stop,No info,14323,465,1,Tuesday,Yes
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210,90,0,Wednesday,Yes
Multiple carriers,3/3/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,21:00,11h,1 stop,No info,16863,660,1,Thursday,Yes
Multiple carriers,1/6/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,19:15,7h 50m,1 stop,No info,8937,470,1,Friday,Yes
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,3/29/2019 4:25,33h 15m,2 stops,No info,10929,1995,2,Saturday,Yes
IndiGo,9/6/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,6/10/2019 1:30,14h 55m,1 stop,No info,6104,895,1,Sunday,Yes
SpiceJet,21/03/2019,Delhi,Cochin,DEL ? MAA ? COK,15:55,21:55,6h,1 stop,No info,5511,360,1,Monday,Yes
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,3/25/2019 16:20,19h 10m,1 stop,No info,13759,1150,1,Tuesday,Yes
Air India,21/05/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,5:55,5/22/2019 7:40,25h 45m,2 stops,No info,11543,1545,2,Wednesday,Yes
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,9:35,19:10,9h 35m,1 stop,No info,13067,575,1,Thursday,Yes
